MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
d0:57:4c:c9:d2:9e,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,60,-85,39.32929976,-76.61769708,37,3,WIFI
ce:35:40:cc:35:58,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,11,-81,39.32929976,-76.61769708,37,3,WIFI
5e:8f:e0:c7:0f:be,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:28,1,-84,39.32929976,-76.61769708,37,3,WIFI
00:f7:6f:cf:41:30,The Batcave,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,1,-84,39.32929976,-76.61769708,37,3,WIFI
fc:15:b4:39:8b:d4,HP-Print-D4-Deskjet 2540 series,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,1,-84,39.32929976,-76.61769708,37,3,WIFI
66:eb:8c:43:5e:6b,DIRECT-8C43DE6B,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:28,6,-84,39.32929976,-76.61769708,37,3,WIFI
54:be:f7:e7:66:10,dolladollabillsyo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:28,1,-87,39.32929976,-76.61769708,37,3,WIFI
e8:de:27:6a:f9:1d,RC's Network,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:28,11,-87,39.32929976,-76.61769708,37,3,WIFI
90:1a:ca:17:3d:40,HOME-3D42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:28,11,-93,39.32929976,-76.61769708,37,3,WIFI
a4:2b:8c:1b:7f:1a,virus,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:28,11,-93,39.32929976,-76.61769708,37,3,WIFI
00:0d:67:77:16:4e,xfinitywifi,[ESS],2015-09-11 20:40:28,36,-78,39.32929976,-76.61769708,37,3,WIFI
00:0d:67:77:16:50,CoxWiFi,[ESS],2015-09-11 20:40:28,36,-78,39.32929976,-76.61769708,37,3,WIFI
00:0d:67:77:16:4f,CableWiFi,[ESS],2015-09-11 20:40:28,36,-78,39.32929976,-76.61769708,37,3,WIFI
6e:8f:e0:c7:0f:c3,xfinitywifi,[ESS],2015-09-11 20:40:28,44,-87,39.32929976,-76.61769708,37,3,WIFI
ce:35:40:cc:35:59,xfinitywifi,[ESS],2015-09-11 20:40:28,11,-84,39.32929976,-76.61769708,37,3,WIFI
54:be:f7:e7:66:12,xfinitywifi,[ESS],2015-09-11 20:40:28,1,-87,39.32929976,-76.61769708,37,3,WIFI
fa:8f:ca:63:7a:1a,,[ESS],2015-09-11 20:40:28,11,-90,39.32929976,-76.61769708,37,3,WIFI
4e:19:9f:36:f3:6e,portthru,[IBSS],2015-09-11 20:40:28,10,-90,39.32929976,-76.61769708,37,3,WIFI
c6:a4:62:03:39:40,xfinitywifi,[ESS],2015-09-11 20:40:28,11,-93,39.32929976,-76.61769708,37,3,WIFI
ce:35:40:56:23:c3,xfinitywifi,[ESS],2015-09-11 20:40:28,11,-93,39.32929976,-76.61769708,37,3,WIFI
c0:7c:d1:6a:1e:f9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:32,6,-69,39.32959509,-76.61771009,37,3,WIFI
40:5d:82:37:e8:c3,BaltimorePD,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:32,1,-84,39.32959509,-76.61771009,37,3,WIFI
58:23:8c:6d:c8:fa,HOME-C8FA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:32,1,-87,39.32959509,-76.61771009,37,3,WIFI
5a:23:8c:6d:c8:fb,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:32,1,-90,39.32959509,-76.61771009,37,3,WIFI
ce:35:40:4d:0e:73,xfinitywifi,[ESS],2015-09-11 20:40:32,11,-93,39.32959509,-76.61771009,37,3,WIFI
d0:57:4c:09:e5:8e,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:32,44,-79,39.32959509,-76.61771009,37,3,WIFI
90:a7:c1:01:11:44,Pakedge1601,[WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:32,2,-75,39.32959509,-76.61771009,37,3,WIFI
34:12:98:05:2a:32,ThePromisedLAN,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:32,1,-75,39.32959509,-76.61771009,37,3,WIFI
d0:57:4c:09:e5:8d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:32,44,-81,39.32959509,-76.61771009,37,3,WIFI
d0:57:4c:ca:17:4e,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:32,149,-82,39.32959509,-76.61771009,37,3,WIFI
c4:6e:1f:9c:af:f0,Dane,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:32,5,-78,39.32959509,-76.61771009,37,3,WIFI
e8:de:27:bc:26:84,Trojan Horse Virus,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:32,5,-81,39.32959509,-76.61771009,37,3,WIFI
68:7f:74:f9:42:14,Casadelobo L,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2015-09-11 20:40:32,9,-81,39.32959509,-76.61771009,37,3,WIFI
30:8d:99:80:00:5a,DIRECT-58-HP Officejet 5740,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:32,11,-81,39.32959509,-76.61771009,37,3,WIFI
60:02:92:c3:51:78,HOME-CA5C-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:32,153,-87,39.32959509,-76.61771009,37,3,WIFI
88:dc:96:05:c4:2b,EnGenius05C42B,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:32,36,-89,39.32959509,-76.61771009,37,3,WIFI
c0:7c:d1:6a:1f:28,HOME-EE90-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:32,6,-87,39.32959509,-76.61771009,37,3,WIFI
d0:57:4c:09:e5:8f,JHGuestnet,[ESS],2015-09-11 20:40:32,44,-78,39.32959509,-76.61771009,37,3,WIFI
60:02:92:c3:51:7a,xfinitywifi,[ESS],2015-09-11 20:40:32,153,-88,39.32959509,-76.61771009,37,3,WIFI
b6:ca:b5:38:a6:40,xfinitywifi,[ESS],2015-09-11 20:40:32,11,-90,39.32959509,-76.61771009,37,3,WIFI
5c:b9:01:62:3e:b2,HP-Print-B2-ENVY 5530 series,[ESS],2015-09-11 20:40:32,6,-90,39.32959509,-76.61771009,37,3,WIFI
10:86:8c:4e:44:79,Blackstone502,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,149,-88,39.32985974,-76.61772328,38,3,WIFI
f8:7b:8c:10:cb:51,Charles 808 2.4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:35,1,-81,39.32985974,-76.61772328,38,3,WIFI
34:db:fd:dd:9a:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:35,1,-79,39.32985974,-76.61772328,38,3,WIFI
f8:7b:8c:10:cb:4c,Charles 808 5.0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:35,36,-86,39.32985974,-76.61772328,38,3,WIFI
e2:88:5d:cc:e5:85,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,11,-90,39.32985974,-76.61772328,38,3,WIFI
90:1a:ca:ae:36:60,HOME-3662,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,6,-84,39.32985974,-76.61772328,38,3,WIFI
90:1a:ca:17:ac:10,HOME-AC12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,6,-87,39.32985974,-76.61772328,38,3,WIFI
e0:88:5d:cc:e5:84,HOME-E584,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,11,-90,39.32985974,-76.61772328,38,3,WIFI
f0:99:bf:0b:ca:fc,Friday,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,6,-78,39.32985974,-76.61772328,38,3,WIFI
92:1a:ca:ae:36:60,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,6,-81,39.32985974,-76.61772328,38,3,WIFI
e0:91:f5:89:cf:a8,WhoTheFuckAreYou,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:35,3,-87,39.32985974,-76.61772328,38,3,WIFI
f0:99:bf:0b:ca:fd,Friday,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,149,-89,39.32985974,-76.61772328,38,3,WIFI
f2:fd:ca:0b:bf:90,Us,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:35,149,-89,39.32985974,-76.61772328,38,3,WIFI
f2:fc:ca:0b:bf:90,Us,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:35,6,-81,39.32985974,-76.61772328,38,3,WIFI
96:1a:ca:ae:36:60,xfinitywifi,[ESS],2015-09-11 20:40:35,6,-81,39.32985974,-76.61772328,38,3,WIFI
5a:23:8c:6d:c8:fc,xfinitywifi,[ESS],2015-09-11 20:40:35,1,-90,39.32985974,-76.61772328,38,3,WIFI
8a:f7:c7:94:42:89,xfinitywifi,[ESS],2015-09-11 20:40:35,6,-75,39.32985974,-76.61772328,38,3,WIFI
92:1a:ca:17:ac:10,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,6,-87,39.32985974,-76.61772328,38,3,WIFI
90:c7:92:46:15:70,HOME-1572,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,11,-90,39.32985974,-76.61772328,38,3,WIFI
92:c7:92:46:15:70,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,11,-81,39.32985974,-76.61772328,38,3,WIFI
96:1a:ca:17:ac:10,xfinitywifi,[ESS],2015-09-11 20:40:35,6,-78,39.32985974,-76.61772328,38,3,WIFI
96:c7:92:46:15:70,xfinitywifi,[ESS],2015-09-11 20:40:35,11,-93,39.32985974,-76.61772328,38,3,WIFI
c6:27:95:2c:9e:b7,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,11,-90,39.32985974,-76.61772328,38,3,WIFI
ec:b1:d7:ce:b5:f8,HP-Print-F8-Officejet Pro 8610,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,6,-81,39.32985974,-76.61772328,38,3,WIFI
00:22:75:4b:0d:f5,Hua,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,7,-84,39.32985974,-76.61772328,38,3,WIFI
10:86:8c:4d:5f:00,Ellensatyshur,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:35,1,-87,39.32985974,-76.61772328,38,3,WIFI
a4:5d:36:43:94:5b,HP-Print-5B-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:35,11,-90,39.32985974,-76.61772328,38,3,WIFI
c8:d7:19:86:82:b7,BatCave,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:35,6,-90,39.32985974,-76.61772328,38,3,WIFI
ac:22:0b:31:b0:a8,BatCave,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:35,6,-90,39.32985974,-76.61772328,38,3,WIFI
6e:8f:e0:c7:0f:be,xfinitywifi,[ESS],2015-09-11 20:40:35,1,-87,39.32985974,-76.61772328,38,3,WIFI
d8:50:e6:d6:68:14,Brady115_Wireless,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:39,1,-84,39.33024502,-76.61775853,40,4,WIFI
c4:27:95:3b:41:4e,HOME-414E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:39,11,-87,39.33024502,-76.61775853,40,4,WIFI
34:db:fd:dd:9a:41,JHGuestnet,[ESS],2015-09-11 20:40:39,1,-79,39.33024502,-76.61775853,40,4,WIFI
c6:27:95:3b:41:40,xfinitywifi,[ESS],2015-09-11 20:40:39,11,-90,39.33024502,-76.61775853,40,4,WIFI
a0:63:91:f0:82:03,JOSHE_24,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:39,9,-84,39.33024502,-76.61775853,40,4,WIFI
00:17:c5:c9:bb:dd,MVF-WAP,[WPA-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:39,3,-84,39.33024502,-76.61775853,40,4,WIFI
e8:89:2c:0c:d1:d0,STRONG MAN,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:39,1,-87,39.33024502,-76.61775853,40,4,WIFI
e2:89:2c:0c:d1:d0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:39,1,-87,39.33024502,-76.61775853,40,4,WIFI
00:26:f3:91:ce:1a,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:39,1,-87,39.33024502,-76.61775853,40,4,WIFI
e6:89:2c:0c:d1:d0,xfinitywifi,[ESS],2015-09-11 20:40:39,1,-87,39.33024502,-76.61775853,40,4,WIFI
d8:97:ba:5e:f7:2a,xfinitywifi,[ESS],2015-09-11 20:40:39,11,-93,39.33024502,-76.61775853,40,4,WIFI
02:2f:bf:71:0a:6d,HP8DB42F,[IBSS],2015-09-11 20:40:39,10,-93,39.33024502,-76.61775853,40,4,WIFI
310260_20233_12188931,T-Mobile ,UNKNOWN;us,2015-09-11 20:40:39,0,-113,39.33024502,-76.61775853,40,4,GSM
c6:27:95:3b:41:4f,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:43,11,-81,39.33062113,-76.61780264,37,4,WIFI
fc:15:b4:39:8b:d4,HP-Print-D4-Deskjet 2540 series,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:43,1,-81,39.33062113,-76.61780264,37,4,WIFI
a4:2b:8c:1b:7f:1a,virus,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:43,11,-87,39.33062113,-76.61780264,37,4,WIFI
4e:19:9f:36:f3:6e,portthru,[IBSS],2015-09-11 20:40:43,10,-81,39.33062113,-76.61780264,37,4,WIFI
90:a7:c1:01:11:44,Pakedge1601,[WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:43,2,-81,39.33062113,-76.61780264,37,4,WIFI
34:12:98:05:2a:32,ThePromisedLAN,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:43,1,-75,39.33062113,-76.61780264,37,4,WIFI
68:7f:74:f9:42:14,Casadelobo L,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],2015-09-11 20:40:43,9,-81,39.33062113,-76.61780264,37,4,WIFI
6c:b0:ce:75:01:14,NETGEAR41,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:43,6,-84,39.33062113,-76.61780264,37,4,WIFI
f0:79:59:8a:5f:34,GHCC 5.0,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:43,161,-89,39.33062113,-76.61780264,37,4,WIFI
bc:ca:b5:ba:15:f0,HOME-15F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:43,1,-87,39.33062113,-76.61780264,37,4,WIFI
58:23:8c:b1:f1:1f,LeeFam,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:43,1,-87,39.33062113,-76.61780264,37,4,WIFI
5a:23:8c:b1:f1:10,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:43,1,-90,39.33062113,-76.61780264,37,4,WIFI
20:25:64:e6:22:70,District13,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:43,6,-93,39.33062113,-76.61780264,37,4,WIFI
74:85:2a:53:b0:5a,xfinitywifi,[ESS],2015-09-11 20:40:43,6,-90,39.33062113,-76.61780264,37,4,WIFI
20:25:64:e6:22:72,xfinitywifi,[ESS],2015-09-11 20:40:43,6,-90,39.33062113,-76.61780264,37,4,WIFI
310260_20233_10246145,T-Mobile ,UNKNOWN;us,2015-09-11 20:40:43,0,-113,39.33062113,-76.61780264,37,4,GSM
34:db:fd:dd:9a:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:47,1,-81,39.33097483,-76.61783491,36,4,WIFI
f0:99:bf:0b:ca:fc,Friday,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,6,-87,39.33097483,-76.61783491,36,4,WIFI
f2:fc:ca:0b:bf:90,Us,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:47,6,-87,39.33097483,-76.61783491,36,4,WIFI
ec:b1:d7:ce:b5:f8,HP-Print-F8-Officejet Pro 8610,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,6,-84,39.33097483,-76.61783491,36,4,WIFI
a4:5d:36:43:94:5b,HP-Print-5B-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,11,-90,39.33097483,-76.61783491,36,4,WIFI
c8:d7:19:86:82:b7,BatCave,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:47,6,-93,39.33097483,-76.61783491,36,4,WIFI
f0:79:59:8a:5f:30,GHCC 2.4,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,6,-72,39.33097483,-76.61783491,36,4,WIFI
a0:63:91:4f:13:94,Batcave-5G,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:47,149,-81,39.33097483,-76.61783491,36,4,WIFI
74:85:2a:53:b0:58,HOME-70C4-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,6,-81,39.33097483,-76.61783491,36,4,WIFI
84:1b:5e:2a:21:4d,narwhal-Fast,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:47,149,-88,39.33097483,-76.61783491,36,4,WIFI
d8:97:ba:5e:f0:70,HOME-4034-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,157,-89,39.33097483,-76.61783491,36,4,WIFI
50:6a:03:f6:35:fb,unione,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:47,11,-87,39.33097483,-76.61783491,36,4,WIFI
d8:97:ba:5e:f0:69,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:47,6,-87,39.33097483,-76.61783491,36,4,WIFI
94:fb:b2:96:df:21,Zoomdf1b,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,11,-87,39.33097483,-76.61783491,36,4,WIFI
c4:27:95:4a:97:ae,HOME-97AE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,1,-87,39.33097483,-76.61783491,36,4,WIFI
02:f8:93:11:4c:f0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,1,-87,39.33097483,-76.61783491,36,4,WIFI
d0:bf:9c:55:12:23,HP-Print-23-Deskjet 2540 series,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:47,1,-90,39.33097483,-76.61783491,36,4,WIFI
0c:f8:93:11:4c:f0,HOME-4CF2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,1,-90,39.33097483,-76.61783491,36,4,WIFI
e0:88:5d:7c:8c:f6,hopkins,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:47,11,-93,39.33097483,-76.61783491,36,4,WIFI
5e:8f:e0:d4:32:02,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:47,6,-93,39.33097483,-76.61783491,36,4,WIFI
c6:27:95:4a:97:a0,xfinitywifi,[ESS],2015-09-11 20:40:47,1,-87,39.33097483,-76.61783491,36,4,WIFI
06:f8:93:11:4c:f0,xfinitywifi,[ESS],2015-09-11 20:40:47,1,-90,39.33097483,-76.61783491,36,4,WIFI
5c:b9:01:5c:25:b0,HP-Print-B0-ENVY 4500 series,[ESS],2015-09-11 20:40:47,6,-90,39.33097483,-76.61783491,36,4,WIFI
02:2f:bf:71:0a:6d,HP8DB42F,[IBSS],2015-09-11 20:40:51,10,-87,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:2b:0f:82,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:51,11,-72,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:12:ce:af,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:51,52,-77,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:12:ce:ad,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:51,52,-77,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:2b:0f:80,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:51,11,-73,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:12:ce:a0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:51,1,-74,39.3313553,-76.61786064,36,4,WIFI
94:10:3e:71:8e:fa,belkin.ef8.media,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:51,36,-85,39.3313553,-76.61786064,36,4,WIFI
a0:63:91:4f:13:93,Batcave,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:51,1,-81,39.3313553,-76.61786064,36,4,WIFI
00:1e:52:79:b1:80,301,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:51,11,-81,39.3313553,-76.61786064,36,4,WIFI
d8:97:ba:5e:f0:68,HOME-4034-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:51,6,-87,39.3313553,-76.61786064,36,4,WIFI
00:26:bb:77:94:8d,guerilla,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:51,1,-87,39.3313553,-76.61786064,36,4,WIFI
00:71:c2:c3:60:59,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:51,6,-90,39.3313553,-76.61786064,36,4,WIFI
58:23:8c:6f:ae:22,HOME-AE22,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:51,1,-90,39.3313553,-76.61786064,36,4,WIFI
c4:04:15:17:7b:c9,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:51,3,-90,39.3313553,-76.61786064,36,4,WIFI
5c:8f:e0:d4:32:02,DIXIE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:51,6,-90,39.3313553,-76.61786064,36,4,WIFI
00:1d:d6:2a:b3:b0,HOME-B3B2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:51,11,-93,39.3313553,-76.61786064,36,4,WIFI
88:1d:fc:12:ce:ae,JHGuestnet,[ESS],2015-09-11 20:40:51,52,-77,39.3313553,-76.61786064,36,4,WIFI
16:cf:e2:55:c6:b0,xfinitywifi,[ESS],2015-09-11 20:40:51,1,-87,39.3313553,-76.61786064,36,4,WIFI
d8:97:ba:5e:f0:6a,xfinitywifi,[ESS],2015-09-11 20:40:51,6,-90,39.3313553,-76.61786064,36,4,WIFI
90:a7:c1:01:11:44,Pakedge1601,[WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:56,2,-81,39.33181985,-76.61789611,37,3,WIFI
6c:b0:ce:75:01:14,NETGEAR41,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,6,-72,39.33181985,-76.61789611,37,3,WIFI
f0:79:59:8a:5f:34,GHCC 5.0,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:56,161,-86,39.33181985,-76.61789611,37,3,WIFI
14:cc:20:c7:8a:82,TP-LINK_C78A82,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,1,-78,39.33181985,-76.61789611,37,3,WIFI
04:4f:aa:12:e6:9a,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:56,1,-81,39.33181985,-76.61789611,37,3,WIFI
c4:6e:1f:e6:c4:7c,TP-LINK_E6C47C,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,5,-81,39.33181985,-76.61789611,37,3,WIFI
04:4f:aa:92:e6:98,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:40:56,1,-84,39.33181985,-76.61789611,37,3,WIFI
bc:ca:b5:ba:32:70,HOME-3272,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:56,1,-84,39.33181985,-76.61789611,37,3,WIFI
84:1b:5e:2a:21:4e,narwhal-Slow,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,6,-84,39.33181985,-76.61789611,37,3,WIFI
00:24:82:7d:1d:e8,10/10in510,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:56,3,-84,39.33181985,-76.61789611,37,3,WIFI
20:aa:4b:2e:ed:06,HMTI,[WPA-PSK-TKIP][ESS],2015-09-11 20:40:56,6,-87,39.33181985,-76.61789611,37,3,WIFI
02:1d:d2:b7:81:80,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:56,1,-87,39.33181985,-76.61789611,37,3,WIFI
a4:2b:8c:13:c0:98,NETGEAR90,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,11,-87,39.33181985,-76.61789611,37,3,WIFI
04:4f:aa:52:e6:98,Smart 802.1x @ UNI,[WPA-EAP-CCMP][ESS],2015-09-11 20:40:56,1,-87,39.33181985,-76.61789611,37,3,WIFI
98:fc:11:d6:13:95,NusNet,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:56,11,-87,39.33181985,-76.61789611,37,3,WIFI
14:cc:20:71:11:c4,SLAM_Sugar,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:56,7,-87,39.33181985,-76.61789611,37,3,WIFI
5e:8f:e0:b7:9e:4e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:56,6,-87,39.33181985,-76.61789611,37,3,WIFI
b2:ca:b5:ba:32:70,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:56,1,-90,39.33181985,-76.61789611,37,3,WIFI
06:13:92:0b:d3:13,Gpds,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],2015-09-11 20:40:56,6,-90,39.33181985,-76.61789611,37,3,WIFI
